지역명,날짜,풍속,기온,습도,강수량,일조,일사
구미,20231129,0.9,4.6,55.4,0.0,1.5,0.0
구미,20231130,1.6,-0.3,41.8,0.0,7.3,0.0
구미,20231201,1.4,0.7,48.5,0.0,7.3,0.0
구미,20231202,0.4,3.4,60.0,0.0,2.4,0.0
구미,20231203,0.8,4.3,45.3,0.0,7.2,0.0
구미,20231204,0.2,2.6,57.3,0.0,7.2,0.0
구미,20231205,0.1,3.6,60.8,0.0,6.3,0.0
구미,20231206,0.0,4.8,71.6,5.0,4.1,0.0
구미,20231207,1.1,6.3,50.3,0.0,7.1,0.0
구미,20231208,0.5,7.9,70.4,0.0,7.1,0.0
구미,20231209,0.3,9.2,81.4,0.0,7.1,0.0
구미,20231210,0.3,10.1,78.1,0.0,5.9,0.0
구미,20231211,0.3,11.1,89.4,39.7,0.0,0.0
구미,20231212,0.7,9.5,62.5,0.9,0.9,0.0
구미,20231213,0.4,7.5,76.6,0.0,3.5,0.0
구미,20231214,0.2,7.9,86.9,19.7,0.0,0.0
구미,20231215,0.4,9.6,90.6,33.8,0.0,0.0
구미,20231216,2.6,1.7,58.5,0.1,4.4,0.0
구미,20231217,2.2,-5.5,44.5,0.0,7.1,0.0
구미,20231218,1.2,-3.1,45.5,0.0,4.7,0.0
구미,20231219,0.5,-0.8,47.9,0.0,2.2,0.0
구미,20231220,1.4,-2.8,62.1,0.6,3.1,0.0
구미,20231221,1.5,-7.0,50.1,0.0,7.1,0.0
구미,20231222,1.4,-7.1,48.3,0.0,7.1,0.0
구미,20231223,0.8,-3.8,54.6,0.0,7.1,0.0
구미,20231224,0.4,-2.4,70.9,0.0,3.7,0.0
구미,20231225,0.4,-0.6,71.4,0.0,3.8,0.0
구미,20231226,0.7,2.2,66.5,0.0,6.8,0.0
구미,20231227,0.3,2.4,68.5,0.0,7.1,0.0
구미,20231228,0.8,1.6,68.6,0.0,7.1,0.0
구미,20231229,0.6,1.8,70.3,0.0,7.1,0.0
구미,20231230,0.3,1.8,79.1,0.3,1.3,0.0
구미,20231231,0.9,4.0,80.0,0.7,0.3,0.0
구미,20240101,0.5,3.5,75.5,0.0,5.1,0.0
구미,20240102,0.7,5.3,67.9,0.0,1.9,0.0
구미,20240103,1.0,3.6,71.1,2.6,2.9,0.0
구미,20240104,0.8,1.6,64.6,0.0,7.1,0.0
구미,20240105,0.5,3.0,73.9,0.0,3.4,0.0
구미,20240106,1.3,3.7,49.8,0.0,7.2,0.0
구미,20240107,2.0,0.0,43.0,0.0,7.2,0.0
구미,20240108,0.7,-3.0,48.1,0.0,7.2,0.0
구미,20240109,0.3,0.0,60.8,1.9,0.6,0.0
구미,20240110,0.9,2.0,73.8,0.1,7.2,0.0
구미,20240111,1.3,1.4,66.1,0.0,7.2,0.0
구미,20240112,1.5,5.4,43.5,0.0,7.3,0.0
구미,20240113,1.4,2.0,38.3,0.0,7.3,0.0
구미,20240114,0.6,2.5,66.8,1.1,6.1,0.0
구미,20240115,1.5,0.8,42.8,0.0,7.3,0.0
구미,20240116,0.6,-0.5,50.0,0.0,7.4,0.0
구미,20240117,0.2,1.6,70.1,2.6,0.0,0.0
구미,20240118,0.2,5.0,88.4,1.8,0.0,0.0
구미,20240119,1.0,5.9,65.5,0.0,0.0,0.0
구미,20240120,0.5,4.6,84.5,16.6,0.0,0.0
구미,20240121,0.7,5.0,77.8,0.1,0.7,0.0
구미,20240122,2.4,-2.6,53.9,0.0,6.4,0.0
구미,20240123,2.2,-6.7,48.3,0.0,7.0,0.0
구미,20240124,1.7,-5.0,48.9,0.0,7.8,0.0
구미,20240125,1.3,-2.4,40.4,0.0,7.9,0.0
구미,20240126,0.9,0.3,55.4,0.0,8.0,0.0
구미,20240127,0.8,1.1,54.0,0.0,8.1,0.0
구미,20240128,1.1,0.8,56.8,0.0,8.1,0.0
구미,20240129,0.7,-0.6,62.3,0.0,8.1,0.0
구미,20240130,0.4,0.6,63.4,0.0,8.1,0.0
구미,20240131,0.4,6.3,50.5,0.0,6.5,0.0
구미,20240201,1.0,6.4,50.5,0.0,0.3,0.0
구미,20240202,0.6,5.7,61.8,0.0,2.1,0.0
구미,20240203,0.4,5.2,76.8,4.4,0.0,0.0
구미,20240204,0.3,5.7,80.9,2.0,0.0,0.0
구미,20240205,0.9,4.5,78.8,11.0,0.0,0.0
구미,20240206,0.4,3.1,78.4,0.0,0.0,0.0
구미,20240207,0.9,2.3,58.3,0.0,7.6,0.0
구미,20240208,0.6,1.5,64.0,0.0,8.3,0.0
구미,20240209,0.9,2.5,57.0,0.0,8.3,0.0
구미,20240210,0.7,2.5,62.1,0.0,6.7,0.0
구미,20240211,0.9,2.5,59.6,0.0,4.9,0.0
구미,20240212,0.5,2.9,60.8,0.0,8.3,0.0
구미,20240213,0.4,6.0,62.8,0.0,8.3,0.0
구미,20240214,0.6,9.8,79.6,0.3,3.3,0.0
구미,20240215,1.2,6.9,76.9,0.0,1.2,0.0
구미,20240216,0.8,3.8,57.4,0.0,8.0,0.0
구미,20240217,0.6,4.4,61.4,0.0,8.5,0.0
구미,20240218,0.9,7.7,77.9,13.3,3.2,0.0
구미,20240219,0.8,13.4,87.3,13.6,0.1,0.0
구미,20240220,1.0,7.1,87.8,5.9,0.0,0.0
구미,20240221,0.7,4.4,90.3,14.3,0.0,0.0
구미,20240222,0.6,2.8,81.8,4.4,0.0,0.0
구미,20240223,1.0,3.1,66.0,0.1,0.0,0.0
구미,20240224,1.0,3.2,64.3,2.0,0.4,0.0
구미,20240225,0.6,3.6,81.0,1.5,0.0,0.0
구미,20240226,0.9,5.1,62.8,0.0,2.8,0.0
구미,20240227,0.9,3.3,61.9,0.0,4.8,0.0
구미,20240228,0.5,4.1,65.5,0.0,5.0,0.0
구미,20240229,0.5,3.4,85.1,4.8,0.0,0.0
구미,20240301,2.4,0.3,34.3,0.0,9.3,0.0
구미,20240302,1.0,-0.2,45.8,0.0,9.3,0.0
구미,20240303,0.8,4.8,57.8,0.0,4.3,0.0
구미,20240304,0.7,7.7,55.3,0.0,7.2,0.0
구미,20240305,0.5,6.2,87.3,8.7,0.0,0.0
구미,20240306,1.0,7.1,68.6,0.0,3.7,0.0
구미,20240307,1.0,5.5,56.9,0.0,1.8,0.0
구미,20240308,2.1,4.5,39.0,0.0,9.3,0.0
구미,20240309,1.1,3.7,39.4,0.0,9.3,0.0
구미,20240310,0.8,5.3,42.6,0.0,9.3,0.0
구미,20240311,0.5,6.6,52.9,0.0,2.6,0.0
구미,20240312,0.6,5.5,75.3,0.5,0.4,0.0
구미,20240313,1.1,7.2,55.9,0.0,9.3,0.0
구미,20240314,0.9,9.5,41.4,0.0,9.6,0.0
구미,20240315,1.1,11.1,37.0,0.0,9.6,0.0
구미,20240316,0.8,12.6,38.9,0.0,8.0,0.0
구미,20240317,1.6,12.3,40.5,0.0,5.1,0.0
구미,20240318,0.9,9.5,33.1,0.0,9.3,0.0
구미,20240319,1.8,9.1,41.3,0.0,3.2,0.0
구미,20240320,1.9,6.6,35.3,0.0,9.6,0.0
구미,20240321,0.9,5.5,44.6,0.0,10.3,0.0
구미,20240322,1.3,9.8,56.6,0.1,8.4,0.0
구미,20240323,0.9,15.7,54.1,0.0,9.4,0.0
구미,20240324,0.9,12.4,58.8,0.0,0.0,0.0
구미,20240325,1.0,9.8,72.5,11.1,0.0,0.0
구미,20240326,0.6,7.5,78.8,21.4,0.0,0.0
구미,20240327,0.7,10.1,71.1,0.0,5.6,0.0
구미,20240328,0.8,9.6,84.3,26.7,0.0,0.0
구미,20240329,1.4,12.1,55.0,0.0,6.8,0.0
구미,20240330,0.7,9.6,61.1,3.0,4.3,0.0
구미,20240331,0.9,12.0,47.3,0.0,9.8,0.0
구미,20240401,1.0,14.3,38.8,0.0,10.9,0.0
구미,20240402,1.1,15.3,48.5,1.4,8.5,0.0
구미,20240403,0.7,13.1,90.6,22.3,0.0,0.0
구미,20240404,0.8,13.1,65.3,0.0,0.0,0.0
구미,20240405,0.7,13.3,61.9,0.0,5.7,0.0
구미,20240406,0.6,14.2,60.6,0.0,4.4,0.0
구미,20240407,0.7,16.0,48.1,0.0,10.6,0.0
구미,20240408,0.5,16.9,48.6,0.0,3.9,0.0
구미,20240409,1.4,13.9,43.4,0.0,8.3,0.0
구미,20240410,0.9,12.9,55.5,0.0,9.4,0.0
구미,20240411,0.9,14.9,56.5,0.0,5.6,0.0
구미,20240412,0.6,16.5,59.8,0.0,10.0,0.0
구미,20240413,0.7,19.1,52.1,0.0,11.5,0.0
구미,20240414,1.1,20.0,45.3,0.0,10.7,0.0
구미,20240415,0.8,16.1,78.4,15.5,0.0,0.0
구미,20240416,1.0,16.2,63.8,0.0,6.4,0.0
구미,20240417,0.7,16.4,53.6,0.0,10.6,0.0
구미,20240418,0.8,17.6,51.9,0.0,11.1,0.0
구미,20240419,0.8,19.2,45.9,0.0,10.8,0.0
구미,20240420,0.8,15.0,78.1,9.1,0.0,0.0
구미,20240421,0.3,14.9,87.6,0.7,0.0,0.0
구미,20240422,0.7,15.7,63.0,0.0,2.2,0.0
구미,20240423,1.0,14.6,66.3,0.3,6.8,0.0
구미,20240424,0.8,13.8,74.9,4.3,3.8,0.0
구미,20240425,1.0,17.2,58.3,0.0,11.5,0.0
구미,20240426,0.6,17.7,67.1,0.0,4.5,0.0
구미,20240427,0.8,20.1,54.9,0.0,11.7,0.0
구미,20240428,1.1,20.1,52.5,0.0,11.1,0.0
구미,20240429,0.5,14.8,84.9,8.4,0.0,0.0
구미,20240430,0.6,17.1,77.6,1.3,1.4,0.0
구미,20240501,1.0,13.9,65.0,6.7,6.6,0.0
구미,20240502,0.6,15.3,60.5,0.0,11.7,0.0
구미,20240503,0.6,18.2,56.0,0.0,11.8,0.0
구미,20240504,0.9,20.4,52.6,0.0,11.7,0.0
구미,20240505,1.6,18.7,78.3,13.3,0.0,0.0
구미,20240506,0.8,18.5,74.5,3.8,0.9,0.0
구미,20240507,0.6,13.6,87.6,10.0,0.0,0.0
구미,20240508,0.9,13.5,65.9,0.4,8.3,0.0
구미,20240509,1.0,16.4,53.8,0.0,11.9,0.0
구미,20240510,0.8,19.2,49.0,0.0,11.9,0.0
구미,20240511,1.4,19.5,64.1,4.7,7.2,0.0
구미,20240512,1.3,18.6,54.9,3.6,10.1,0.0
구미,20240513,0.8,18.3,50.1,0.0,12.1,0.0
구미,20240514,0.8,19.0,52.9,0.0,11.3,0.0
구미,20240515,1.1,17.2,61.3,18.0,9.5,0.0
구미,20240516,2.1,14.7,56.5,4.5,9.9,0.0
구미,20240517,0.7,17.8,59.0,0.0,9.3,0.0
구미,20240518,0.7,19.9,57.0,0.0,12.1,0.0
구미,20240519,0.9,23.0,51.0,0.0,12.1,0.0
구미,20240520,0.9,20.6,54.1,0.0,8.1,0.0
구미,20240521,1.0,19.0,69.0,0.0,4.6,0.0
구미,20240522,0.8,21.2,65.9,0.0,11.0,0.0
구미,20240523,1.0,23.8,56.9,0.0,11.4,0.0
구미,20240524,1.2,22.3,53.0,0.0,10.2,0.0
구미,20240525,0.8,19.4,50.8,0.0,0.0,0.0
구미,20240526,1.3,20.5,69.0,6.5,9.0,0.0
구미,20240527,1.5,20.3,53.4,0.6,8.5,0.0
구미,20240528,0.9,18.6,59.1,0.0,8.5,0.0
구미,20240529,0.7,20.4,57.8,0.0,11.9,0.0
구미,20240530,0.5,20.9,63.8,0.0,1.3,0.0
구미,20240531,1.0,23.2,46.9,0.0,10.5,0.0
구미,20240601,1.1,21.1,50.6,0.0,10.0,0.0
구미,20240602,1.3,21.3,50.1,0.0,9.8,0.0
구미,20240603,0.9,20.3,59.9,0.0,7.2,0.0
구미,20240604,0.9,20.4,54.9,0.0,12.1,0.0
구미,20240605,1.0,22.3,50.4,0.0,11.7,0.0
구미,20240606,0.9,22.0,53.5,0.0,10.3,0.0
구미,20240607,0.9,23.7,51.9,0.0,9.9,0.0
구미,20240608,1.1,20.0,79.5,3.6,0.0,0.0
구미,20240609,0.6,22.9,70.1,0.1,7.4,0.0
구미,20240610,0.7,25.8,59.9,0.0,11.6,0.0
구미,20240611,1.0,26.8,53.4,0.0,12.0,0.0
구미,20240612,0.8,26.8,47.1,0.0,0.0,0.0
구미,20240613,0.7,28.2,42.8,0.0,0.0,0.0
구미,20240614,0.9,27.9,49.4,0.0,12.0,0.0
구미,20240615,0.7,24.4,73.6,7.8,5.5,0.0
구미,20240616,1.0,25.1,59.3,0.0,11.6,0.0
구미,20240617,0.5,23.8,57.0,0.0,6.1,0.0
구미,20240618,0.9,26.8,46.9,0.0,12.3,0.0
구미,20240619,0.5,28.2,46.5,0.0,11.7,0.0
구미,20240620,0.8,24.1,57.3,0.0,5.4,0.0
구미,20240621,0.8,25.9,59.5,0.0,9.6,0.0
구미,20240622,0.7,23.5,86.0,24.3,0.0,0.0
구미,20240623,0.7,25.1,80.5,0.0,3.8,0.0
구미,20240624,1.2,26.2,62.4,0.0,8.6,0.0
구미,20240625,1.3,24.1,52.9,0.0,10.6,0.0
구미,20240626,0.8,23.9,57.1,0.0,11.5,0.0
구미,20240627,0.7,22.3,64.8,0.0,0.0,0.0
구미,20240628,0.7,26.1,57.3,0.0,12.0,0.0
구미,20240629,1.4,24.6,76.9,9.9,6.5,0.0
구미,20240630,0.9,25.1,85.1,17.8,0.3,0.0
구미,20240701,0.8,26.9,68.8,0.0,11.2,0.0
구미,20240702,0.9,24.3,87.9,19.7,0.0,0.0
구미,20240703,1.2,27.2,73.4,8.2,8.2,0.0
구미,20240704,0.8,28.0,67.8,0.0,9.8,0.0
구미,20240705,1.3,27.5,67.8,3.9,11.2,0.0
구미,20240706,1.1,28.3,70.4,0.0,7.9,0.0
구미,20240707,0.6,27.5,80.0,3.3,0.8,0.0
구미,20240708,0.5,24.9,92.0,39.2,0.0,0.0
구미,20240709,0.3,23.8,94.3,33.6,0.0,0.0
구미,20240710,0.5,23.3,89.1,133.0,0.0,0.0
구미,20240711,0.3,25.3,80.8,0.0,2.4,0.0
구미,20240712,0.6,27.0,70.0,0.0,4.6,0.0
구미,20240713,0.9,26.5,72.0,0.0,0.0,0.0
구미,20240714,0.9,24.5,82.4,2.3,0.0,0.0
구미,20240715,0.7,25.0,78.1,0.0,0.0,0.0
구미,20240716,0.9,25.1,81.6,20.1,0.0,0.0
구미,20240717,0.8,26.1,82.1,0.1,0.0,0.0
구미,20240718,1.3,27.1,78.6,11.0,0.0,0.0
구미,20240719,0.4,26.0,84.9,0.8,0.0,0.0
구미,20240720,0.8,26.6,81.4,16.9,5.4,0.0
구미,20240721,0.8,28.4,76.3,6.4,7.8,0.0
구미,20240722,1.0,29.2,71.1,0.0,9.8,0.0
구미,20240723,0.7,28.7,73.5,0.0,1.7,0.0
구미,20240724,0.6,27.6,81.6,0.6,6.2,0.0
구미,20240725,0.5,28.1,77.5,0.0,5.6,0.0
구미,20240726,1.2,29.2,71.5,0.1,6.2,0.0
구미,20240727,1.1,29.3,71.4,0.2,2.8,0.0
구미,20240728,0.7,29.5,72.4,0.0,9.9,0.0
구미,20240729,0.9,29.5,67.9,0.0,12.0,0.0
구미,20240730,0.9,29.0,69.3,0.0,11.5,0.0
구미,20240731,0.7,29.4,71.1,0.0,10.5,0.0
구미,20240801,0.7,30.0,71.1,0.0,10.6,0.0
구미,20240802,0.8,30.4,72.8,0.0,9.9,0.0
구미,20240803,0.8,31.1,70.0,0.0,10.7,0.0
구미,20240804,0.7,30.2,72.3,0.0,8.2,0.0
구미,20240805,0.7,28.2,77.5,8.7,6.5,0.0
구미,20240806,0.6,28.0,76.0,0.0,8.7,0.0
구미,20240807,0.6,30.0,71.0,0.0,11.3,0.0
구미,20240808,0.9,29.2,70.3,0.0,7.4,0.0
구미,20240809,0.8,29.0,67.4,0.0,11.3,0.0
구미,20240810,0.8,29.3,64.9,0.0,8.8,0.0
구미,20240811,0.9,29.7,64.1,0.0,8.8,0.0
구미,20240812,0.9,29.6,62.5,0.0,10.7,0.0
구미,20240813,0.8,28.7,62.9,0.0,11.6,0.0
구미,20240814,0.9,28.6,63.6,0.0,11.0,0.0
구미,20240815,0.7,28.3,67.9,0.0,9.4,0.0
구미,20240816,0.7,28.5,66.3,0.0,7.9,0.0
구미,20240817,0.7,28.8,67.8,0.4,10.5,0.0
구미,20240818,0.8,29.3,62.1,0.0,11.1,0.0
구미,20240819,0.9,29.4,65.0,0.0,10.0,0.0
구미,20240820,0.8,28.7,77.3,5.7,2.4,0.0
구미,20240821,1.3,28.4,79.0,9.0,0.6,0.0
구미,20240822,0.9,28.4,77.6,0.7,5.0,0.0
구미,20240823,0.7,28.5,68.5,0.0,9.3,0.0
구미,20240824,0.7,28.7,70.6,0.1,9.5,0.0
구미,20240825,0.6,28.5,72.6,0.8,7.4,0.0
구미,20240826,0.8,27.7,76.4,37.0,3.1,0.0
구미,20240827,0.6,25.4,84.5,0.7,0.1,0.0
구미,20240828,0.8,25.7,71.6,0.0,2.1,0.0
구미,20240829,1.2,27.3,69.0,0.0,4.9,0.0
구미,20240830,1.2,28.7,63.1,0.0,11.0,0.0
구미,20240831,1.0,27.6,60.6,0.0,11.5,0.0
구미,20240901,0.7,26.7,65.3,0.0,9.5,0.0
구미,20240902,0.5,26.2,70.9,0.0,3.0,0.0
구미,20240903,0.9,25.5,60.8,0.0,2.2,0.0
구미,20240904,0.8,25.3,62.0,0.0,10.4,0.0
구미,20240905,0.6,27.4,64.1,0.0,9.8,0.0
구미,20240906,0.5,25.6,79.4,3.2,0.0,0.0
구미,20240907,0.3,23.9,89.5,5.0,1.8,0.0
구미,20240908,0.6,27.2,76.0,6.4,7.4,0.0
구미,20240909,0.7,27.6,70.6,0.3,8.1,0.0
구미,20240910,0.7,27.6,71.0,0.0,10.9,0.0
구미,20240911,0.7,27.8,76.1,0.0,1.8,0.0
구미,20240912,0.5,26.6,85.9,11.4,0.1,0.0
구미,20240913,0.5,28.2,76.6,0.0,7.5,0.0
구미,20240914,0.7,28.6,72.4,0.0,9.9,0.0
구미,20240915,1.1,27.5,73.0,0.0,5.4,0.0
구미,20240916,0.7,26.8,72.3,0.0,0.5,0.0
구미,20240917,0.6,28.9,70.3,0.0,10.0,0.0
구미,20240918,0.7,27.7,79.1,3.9,6.3,0.0
구미,20240919,0.4,27.2,82.5,0.0,2.7,0.0
구미,20240920,0.6,25.5,92.5,33.8,0.0,0.0
구미,20240921,0.5,21.0,92.9,103.9,0.0,0.0
구미,20240922,0.8,21.9,74.1,0.0,1.5,0.0
구미,20240923,0.8,20.1,59.0,0.0,8.8,0.0
구미,20240924,0.6,19.7,70.3,0.0,9.0,0.0
구미,20240925,0.5,21.5,75.6,0.0,8.5,0.0
구미,20240926,0.4,22.9,76.3,0.0,7.6,0.0
구미,20240927,0.4,23.3,74.8,0.0,7.1,0.0
구미,20240928,0.6,21.4,78.1,0.4,2.3,0.0
구미,20240929,0.7,20.3,72.3,0.0,6.1,0.0
구미,20240930,0.4,19.5,71.0,0.0,8.6,0.0
구미,20241001,0.8,19.1,69.4,0.0,3.3,0.0
구미,20241002,1.0,15.4,51.3,0.0,8.1,0.0
구미,20241003,0.8,14.7,74.8,5.7,0.1,0.0
구미,20241004,0.7,15.5,76.4,0.0,9.4,0.0
구미,20241005,0.6,16.6,77.3,0.0,8.6,0.0
구미,20241006,0.4,16.5,83.9,0.3,0.5,0.0
구미,20241007,0.6,17.1,76.6,2.3,0.8,0.0
구미,20241008,0.6,18.1,72.6,0.0,9.1,0.0
구미,20241009,0.7,17.1,72.1,0.0,7.6,0.0
구미,20241010,0.5,16.5,72.1,0.0,8.4,0.0
구미,20241011,0.6,16.4,75.1,0.0,9.3,0.0
구미,20241012,0.5,16.1,71.8,0.0,9.3,0.0
구미,20241013,0.5,16.3,75.5,0.0,5.7,0.0
구미,20241014,0.2,17.4,86.5,9.8,0.0,0.0
구미,20241015,0.2,18.0,90.4,3.3,0.0,0.0
구미,20241016,0.4,17.8,86.0,0.0,4.8,0.0
구미,20241017,0.3,17.9,83.9,0.0,3.9,0.0
구미,20241018,0.3,18.9,86.6,0.8,0.0,0.0
구미,20241019,0.7,17.6,81.5,8.2,1.2,0.0
구미,20241020,0.8,13.3,60.1,0.0,2.0,0.0
구미,20241021,0.3,14.0,79.6,3.6,0.0,0.0
구미,20241022,0.2,16.0,92.8,18.3,0.0,0.0
구미,20241023,1.9,15.9,59.6,0.1,8.4,0.0
구미,20241024,0.9,12.5,69.9,0.0,8.6,0.0
구미,20241025,0.4,12.9,79.6,0.0,6.5,0.0
구미,20241026,0.4,16.2,78.3,0.0,3.5,0.0
구미,20241027,0.3,13.9,89.9,3.8,0.2,0.0
구미,20241028,0.4,13.7,86.3,0.2,0.1,0.0
구미,20241029,0.4,13.0,80.9,0.0,5.0,0.0
구미,20241030,0.5,13.4,78.8,0.0,6.9,0.0
구미,20241031,0.5,13.1,82.1,0.0,6.9,0.0
구미,20241101,0.3,12.8,91.8,10.3,0.0,0.0
구미,20241102,0.6,15.8,82.4,3.7,2.8,0.0
구미,20241103,0.4,13.4,83.4,0.0,5.8,0.0
구미,20241104,0.7,13.8,69.9,0.1,2.6,0.0
구미,20241105,1.0,12.1,51.4,0.0,7.8,0.0
구미,20241106,0.9,8.6,42.0,0.0,8.4,0.0
구미,20241107,0.4,7.7,69.3,0.0,8.3,0.0
구미,20241108,0.3,10.8,74.5,0.0,7.4,0.0
구미,20241109,0.4,12.4,79.0,0.0,6.7,0.0
구미,20241110,0.2,11.8,83.9,0.0,2.3,0.0
구미,20241111,0.4,11.9,81.1,0.0,6.7,0.0
구미,20241112,0.6,13.0,65.4,0.0,8.2,0.0
구미,20241113,0.4,11.5,74.4,0.0,7.3,0.0
구미,20241114,0.4,12.5,77.5,0.0,2.2,0.0
구미,20241115,0.3,13.4,80.1,0.3,0.4,0.0
구미,20241116,0.4,15.5,76.6,0.0,7.8,0.0
구미,20241117,1.2,11.5,49.1,0.0,0.1,0.0
구미,20241118,1.2,3.9,36.5,0.0,7.9,0.0
구미,20241119,0.4,4.4,63.6,0.0,4.7,0.0
구미,20241120,0.6,7.2,67.1,0.0,6.2,0.0
구미,20241121,0.5,8.9,69.4,0.0,4.5,0.0
구미,20241122,0.9,8.2,49.6,0.0,7.5,0.0
구미,20241123,0.4,4.7,68.0,0.0,7.1,0.0
구미,20241124,0.4,6.1,75.1,0.0,7.4,0.0
구미,20241125,0.7,8.7,69.0,0.2,6.5,0.0
구미,20241126,1.4,8.5,66.3,13.8,3.0,0.0
구미,20241127,1.0,3.1,74.1,2.8,0.4,0.0
구미,20241128,1.1,4.5,64.8,0.0,3.3,0.0
구미,20241129,1.0,4.8,60.3,0.0,4.1,0.0
구미,20241130,1.1,6.6,57.9,0.0,5.7,0.0
구미,20241201,0.5,7.4,74.8,0.2,5.7,0.0
구미,20241202,0.5,9.5,65.1,0.0,7.2,0.0
구미,20241203,1.1,4.7,43.3,0.0,5.5,0.0
구미,20241204,0.7,3.4,43.6,0.0,7.2,0.0
구미,20241205,0.8,5.3,58.5,0.0,4.5,0.0
구미,20241206,1.2,5.7,46.3,0.1,6.4,0.0
구미,20241207,1.0,3.2,49.8,0.0,6.4,0.0
구미,20241208,1.3,1.6,45.8,0.0,7.1,0.0
구미,20241209,0.8,2.4,56.9,0.0,7.0,0.0
구미,20241210,0.8,4.1,50.9,0.0,7.2,0.0
구미,20241211,0.7,4.3,51.4,0.0,6.0,0.0
구미,20241212,1.0,3.1,42.4,0.0,6.3,0.0
구미,20241213,1.4,3.1,39.5,0.0,2.3,0.0
구미,20241214,1.5,1.6,43.6,0.0,7.1,0.0
구미,20241215,1.1,2.9,64.9,0.2,0.0,0.0
구미,20241216,0.9,3.1,49.0,0.2,6.8,0.0
구미,20241217,1.1,3.0,45.9,0.0,7.1,0.0
구미,20241218,1.4,-0.2,44.5,0.0,7.1,0.0
구미,20241219,0.9,-0.9,46.8,0.0,7.1,0.0
구미,20241220,0.6,1.0,58.9,0.0,4.6,0.0
구미,20241221,1.2,1.3,70.1,1.8,0.9,0.0
구미,20241222,1.6,-1.4,44.5,0.0,7.1,0.0
구미,20241223,1.1,1.7,58.4,0.0,6.1,0.0
구미,20241224,1.0,1.7,49.4,0.0,7.1,0.0
구미,20241225,0.6,1.9,61.3,0.0,5.3,0.0
구미,20241226,1.8,4.0,46.6,0.0,6.3,0.0
구미,20241227,1.7,-0.1,47.9,0.0,7.0,0.0
구미,20241228,1.8,-0.2,48.4,0.0,7.1,0.0
구미,20241229,0.8,1.1,63.8,0.0,5.6,0.0
구미,20241230,0.9,3.5,62.6,0.0,4.1,0.0
구미,20241231,1.6,3.5,33.5,0.0,7.1,0.0
동해,20220101,1.6,-0.1,40.6,0.0,8.7,0.0
동해,20220102,2.2,4.3,36.8,0.0,7.6,0.0
동해,20220103,2.5,2.8,30.4,0.0,8.1,0.0
동해,20220104,2.2,2.5,44.1,0.0,8.7,0.0
동해,20220105,1.4,1.6,72.9,0.0,5.0,0.0
동해,20220106,2.3,2.6,61.1,0.0,8.7,0.0
동해,20220107,1.7,2.4,45.5,0.0,8.7,0.0
동해,20220108,2.2,5.2,38.5,0.0,6.7,0.0
동해,20220109,1.8,4.8,60.9,0.0,5.5,0.0
동해,20220110,1.5,4.1,66.6,0.0,6.3,0.0
동해,20220111,3.3,0.5,34.8,0.0,8.7,0.0
동해,20220112,2.6,-1.4,26.8,0.0,8.8,0.0
동해,20220113,3.5,-1.9,26.5,0.0,8.7,0.0
동해,20220114,1.7,-1.1,34.9,0.0,8.8,0.0
동해,20220115,1.3,3.6,36.1,0.0,4.0,0.0
동해,20220116,3.0,4.5,30.6,0.0,8.0,0.0
동해,20220117,3.3,-0.3,24.1,0.0,8.6,0.0
동해,20220118,1.9,-2.0,39.4,0.0,8.8,0.0
동해,20220119,1.8,0.5,44.4,0.2,5.0,0.0
동해,20220120,3.1,-0.9,64.6,7.8,7.3,0.0
동해,20220121,1.7,0.2,67.5,0.0,7.9,0.0
동해,20220122,1.9,3.1,68.6,0.0,7.7,0.0
동해,20220123,2.0,4.2,79.5,1.3,3.2,0.0
동해,20220124,2.4,4.3,69.0,1.5,0.0,0.0
동해,20220125,1.4,5.1,61.0,0.0,0.0,0.0
동해,20220126,2.4,5.4,46.8,0.0,8.5,0.0
동해,20220127,2.0,3.2,56.1,0.0,8.2,0.0
동해,20220128,2.2,2.3,38.5,0.0,9.0,0.0
동해,20220129,2.3,1.9,32.0,0.0,8.9,0.0
동해,20220130,2.1,0.7,42.0,0.0,9.2,0.0
동해,20220131,1.7,2.5,29.9,0.0,9.3,0.0
동해,20220201,3.1,2.7,40.1,0.0,8.7,0.0
동해,20220202,2.1,1.4,32.6,0.0,8.5,0.0
동해,20220203,2.8,1.5,27.3,0.0,9.1,0.0
동해,20220204,3.5,0.0,25.1,0.0,9.3,0.0
동해,20220205,3.6,-2.3,25.8,0.0,9.3,0.0
동해,20220206,3.3,0.2,26.3,0.0,9.3,0.0
동해,20220207,1.8,0.4,38.6,0.0,8.9,0.0
동해,20220208,1.6,1.4,43.3,0.0,6.1,0.0
동해,20220209,1.9,3.2,53.4,0.0,9.1,0.0
동해,20220210,2.8,3.6,54.0,0.0,7.9,0.0
동해,20220211,1.6,4.2,50.3,0.0,9.2,0.0
동해,20220212,2.0,6.6,49.8,0.0,7.7,0.0
동해,20220213,2.2,5.6,71.3,0.0,2.5,0.0
동해,20220214,1.9,6.1,62.0,0.0,7.4,0.0
동해,20220215,3.1,0.8,34.0,0.0,9.4,0.0
동해,20220216,3.7,-3.2,22.6,0.0,9.5,0.0
동해,20220217,3.4,-3.5,40.1,0.0,9.7,0.0
동해,20220218,2.0,1.7,50.8,0.0,9.6,0.0
동해,20220219,1.7,3.8,33.0,0.0,3.2,0.0
